Quality,Fibre,Count,Finish,Print,Coverage,Consum,Issued,Balance,Meters,Mesh,Rod,Speed,Hits,Color-hits,Viscosity,Machine
A145A279,SPC,45,None,Pigment,7.71,153,160,7,11985,125.0,10.0,50.0,0,0,80.0,2.0
A145A279,SPC,45,None,Pigment,13.85,235,240,5,11985,125.0,10.0,50.0,0,0,75.0,2.0
A145A279,SPC,45,None,Pigment,25.06,440,460,20,11985,125.0,10.0,50.0,0,0,88.0,2.0
14000396,CT,40,None,Pigment,0.46,37,58,21,3050,195.0,12.0,50.0,2,2,78.0,2.0
14000396,CT,40,None,Pigment,0.38,25,44,19,4938,195.0,8.0,50.0,1,1,115.0,2.0
14000396,CT,40,None,Pigment,0.1,19,40,21,4938,195.0,10.0,50.0,1,0,65.0,2.0
150442,ST,50,None,Pigment,0.86,29,45,16,7200,125.0,8.0,40.0,1,1,93.0,2.0
150442,ST,50,None,Pigment,1.75,24,45,21,7200,155.0,8.0,40.0,1,0,86.0,2.0
130K00,ST,30,Peach,Pigment,11.7,72,90,18,1715,195.0,10.0,40.0,4,4,90.0,2.0
12400017,ST,24,Peach,Pigment,34.6,61,74,13,850,125.0,15.0,30.0,2,2,68.0,2.0
12400017,ST,24,Peach,Pigment,19.15,52,70,18,850,125.0,15.0,30.0,2,2,66.0,2.0
12400017,ST,24,Peach,Pigment,16.89,57,70,13,850,125.0,15.0,30.0,2,0,70.0,2.0
A145A279,SPC,45,None,Pigment,45.95,244,262,18,2230,125.0,10.0,40.0,4,4,75.0,2.0
140324,ST,40,None,Pigment,38.71,182,200,18,3360,125.0,10.0,40.0,3,0,73.0,2.0
140324,ST,40,None,Pigment,25.97,124,140,16,3360,125.0,12.0,40.0,3,3,70.0,2.0
140324,ST,40,None,Pigment,15.64,87,100,13,3360,125.0,10.0,40.0,3,3,70.0,2.0
A140E111,ST,40,Raise,Pigment,0.73,52,60,8,11460,155.0,15.0,45.0,1,1,70.0,2.0
A1600279,JM,60,None,Reactive,1.15,97,120,23,4670,125.0,12.0,30.0,4,0,85.0,3.0
A1600279,JM,60,None,Reactive,86.6,692,720,28,4670,125.0,12.0,30.0,4,4,65.0,3.0
A1600279,JM,60,None,Reactive,2.37,91,110,19,4670,125.0,10.0,30.0,4,1,82.0,3.0
A1600279,JM,60,None,Reactive,4.07,95,120,25,4670,125.0,10.0,30.0,4,0,87.0,3.0
A130B680,V,30,None,Reactive,34.04,103,120,17,1320,125.0,15.0,25.0,1,0,75.0,3.0
A130B680,V,30,None,Reactive,2.75,35,50,15,1320,155.0,15.0,25.0,1,0,68.0,3.0
A130B680,V,30,None,Reactive,3.17,38,50,12,1320,125.0,12.0,25.0,1,0,65.0,3.0
A130B680,V,30,None,Reactive,9.35,35,50,15,1320,125.0,12.0,25.0,1,1,68.0,3.0
A130B680,V,30,None,Reactive,4.53,18,40,22,1320,125.0,12.0,25.0,1,0,76.0,3.0
A130B680,V,30,None,Reactive,9.66,28,50,22,1320,125.0,12.0,25.0,1,0,67.0,3.0
A145A279,SPC,45,None,Pigment,35.75,196,210,14,3485,125.0,10.0,55.0,1,1,75.0,3.0
A145A279,SPC,45,None,Pigment,15.25,114,130,16,3485,125.0,10.0,55.0,1,1,70.0,3.0
A145A279,SPC,45,None,Pigment,15.71,135,145,10,3485,125.0,8.0,55.0,1,1,68.0,3.0
A130D001,V,30,None,Reactive,0.32,48,70,22,12095,125.0,15.0,30.0,4,4,73.0,3.0
A130D001,V,30,None,Reactive,91.56,2012,2040,28,12095,125.0,15.0,30.0,4,4,83.0,3.0
A130D001,V,30,None,Reactive,2.0,66,80,14,12095,125.0,10.0,30.0,4,4,74.0,3.0
A130D001,V,30,None,Reactive,7.33,188,210,22,12095,125.0,12.0,30.0,4,4,72.0,3.0
A140D660,SPC,40,None,Discharge,26.25,325,340,15,8325,125.0,8.0,55.0,3,3,70.0,3.0
A120B375,CT,20,Peach,Reactive,19.28,284,300,16,7275,125.0,15.0,30.0,3,1,88.0,3.0
A120B375,CT,20,Peach,Reactive,28.07,350,360,10,7275,125.0,15.0,30.0,3,1,92.0,3.0
A120B375,CT,20,Peach,Reactive,27.33,352,360,8,7275,125.0,15.0,30.0,3,3,95.0,3.0
A130B609,V,30,None,Reactive,5.1,48,60,12,1743,125.0,20.0,25.0,3,2,72.0,3.0
A130B609,V,30,None,Reactive,96.51,308,330,22,1743,125.0,12.0,25.0,3,3,66.0,3.0
A130B609,V,30,None,Reactive,90.28,404,420,16,2190,125.0,15.0,30.0,1,1,76.0,3.0
A130B609,V,30,None,Reactive,12.02,80,92,12,2190,125.0,15.0,30.0,1,1,80.0,3.0
A140A622,V,40,None,Reactive,60.14,173,190,17,1225,125.0,15.0,30.0,4,3,73.0,3.0
A140A622,V,40,None,Reactive,40.8,115,131,16,1225,125.0,12.0,30.0,4,4,70.0,3.0
13200046,CV,32,None,Reactive,11.86,62,80,18,1980,195.0,6.0,30.0,2,0,83.0,3.0
13200046,CV,32,None,Reactive,56.84,211,227,16,1980,125.0,10.0,30.0,2,2,69.0,3.0
13200046,CV,32,None,Reactive,18.55,81,95,14,1980,165.0,10.0,30.0,2,1,70.0,3.0
13200046,CV,32,None,Reactive,20.81,83,100,17,1980,165.0,10.0,30.0,2,0,77.0,3.0
13200046,CV,32,None,Reactive,4.4,34,40,6,1980,155.0,10.0,30.0,2,0,75.0,3.0
13200046,CV,32,None,Reactive,57.73,225,240,15,2010,125.0,10.0,30.0,3,3,125.0,3.0
13200046,CV,32,None,Reactive,53.16,182,200,18,2010,155.0,15.0,30.0,3,3,87.0,3.0
13200046,CV,32,None,Reactive,1.49,30,40,10,1400,195.0,8.0,28.0,3,3,85.0,3.0
13200046,CV,32,None,Reactive,49.82,160,180,20,1400,195.0,15.0,28.0,3,3,84.0,3.0
13200046,CV,32,None,Reactive,14.44,48,60,12,1400,125.0,8.0,28.0,3,2,76.0,3.0
13200046,CV,32,None,Reactive,18.95,56,70,14,1400,165.0,12.0,28.0,3,1,74.0,3.0
13200046,CV,32,None,Reactive,21.85,64,80,16,1400,165.0,10.0,28.0,3,0,73.0,3.0
13200046,CV,32,None,Reactive,9.19,52,60,8,1400,155.0,10.0,28.0,3,0,72.0,3.0
A130B680,V,30,None,Pigment,19.67,172,188,16,5182,125.0,10.0,40.0,1,1,70.0,2.0
130K00,ST,30,Peach,Pigment,11.7,95,108,13,1729,195.0,8.0,30.0,4,4,75.0,2.0
150442,ST,50,None,Discharge,0.86,28,40,12,6365,125.0,12.0,40.0,2,1,60.0,2.0
150442,ST,50,None,Discharge,1.15,37,50,13,6365,155.0,10.0,40.0,2,2,75.0,2.0
A140E111,ST,40,Raise,Pigment,0.73,46,60,14,11880,155.0,20.0,50.0,1,1,90.0,2.0
130176,CT,30,Peach,Pigment,50.98,120,130,10,1350,125.0,8.0,55.0,1,1,70.0,2.0
130176,CT,30,Peach,Pigment,50.98,147,160,13,1400,125.0,8.0,50.0,2,2,70.0,2.0
A140D660,SPC,40,None,Pigment,1.91,42,60,18,3785,195.0,12.0,55.0,2,2,70.0,2.0
A140D660,SPC,40,None,Pigment,0.27,35,55,20,3785,195.0,12.0,55.0,2,2,68.0,2.0
A150D067,ST,50,None,Pigment,2.8,26,40,14,1040,195.0,12.0,45.0,1,1,82.0,2.0
130K00,ST,30,Peach,Pigment,16.96,88,104,16,1722,195.0,8.0,40.0,1,1,96.0,2.0
130K00,ST,30,None,Pigment,9.19,49,65,16,1813,195.0,6.0,35.0,1,1,96.0,2.0
130176,CT,30,Peach,Pigment,25.0,96,110,14,1320,165.0,8.0,60.0,3,3,96.0,2.0
130176,CT,30,Peach,Pigment,25.0,115,140,25,1446,165.0,6.0,65.0,1,1,95.0,2.0
130176,CT,30,Peach,Pigment,18.7,72,86,14,1350,155.0,8.0,30.0,3,3,75.0,3.0
130176,CT,30,Peach,Pigment,25.0,71,85,14,1370,165.0,6.0,80.0,1,1,110.0,2.0
A150B433,CT,50,None,Pigment,0.08,20,40,20,3215,155.0,10.0,35.0,1,1,75.0,2.0
A150B433,CT,50,None,Pigment,0.46,22,40,18,3215,195.0,15.0,35.0,1,1,61.0,2.0
130176,CT,30,Peach,Pigment,18.7,53,69,16,1437,155.0,8.0,50.0,2,2,60.0,2.0
12000251,PC,20,None,Pigment,13.33,47,58,11,1280,125.0,15.0,30.0,3,3,90.0,2.0
12000251,PC,20,None,Pigment,34.78,84,99,15,1280,125.0,15.0,30.0,3,3,104.0,2.0
A140D660,SPC,40,None,Discharge,0.69,18,40,22,1160,165.0,15.0,30.0,0,0,50.0,2.0
A140D660,SPC,40,None,Discharge,0.69,14,40,26,1160,165.0,15.0,30.0,0,0,67.0,2.0
130176,CT,30,Peach,Pigment,18.7,49,70,21,1450,155.0,10.0,80.0,2,2,79.0,2.0
A150B593,ST,50,None,Pigment,0.02,15,50,35,1250,195.0,8.0,40.0,0,0,80.0,2.0
A150B593,ST,50,None,Pigment,0.01,18,50,32,1250,195.0,8.0,40.0,0,0,72.0,2.0
A150B593,ST,50,None,Pigment,3.97,36,50,14,1250,195.0,8.0,40.0,0,0,75.0,2.0
A130D001,V,30,None,Reactive,91.29,3551,3600,49,19800,125.0,20.0,23.0,3,3,70.0,3.0
A130D001,V,30,None,Reactive,2.01,98,120,22,19800,125.0,12.0,23.0,3,0,80.0,3.0
A130D001,V,30,None,Reactive,0.6,74,100,26,19800,125.0,12.0,23.0,3,0,83.0,3.0
A130D001,V,30,None,Reactive,7.33,221,240,19,19800,125.0,10.0,23.0,3,0,89.0,3.0
A130B609,V,30,None,Reactive,89.0,586,600,14,3335,125.0,15.0,27.0,2,2,51.0,3.0
A130B609,V,30,None,Reactive,6.34,65,88,23,3335,155.0,12.0,27.0,2,2,73.0,3.0
A130B609,V,30,None,Reactive,8.67,73,100,27,3335,155.0,12.0,27.0,2,2,72.0,3.0
A160A416,JM,60,None,Reactive,50.85,42,60,18,435,165.0,15.0,30.0,1,0,67.0,3.0
A160A416,JM,60,None,Reactive,17.65,24,40,16,435,165.0,15.0,30.0,1,0,74.0,3.0
A160A416,JM,60,None,Reactive,34.67,31,55,24,435,165.0,15.0,30.0,1,1,72.0,3.0
A132A927,CT,32,None,Discharge,0.36,28,42,14,4588,155.0,10.0,30.0,2,2,,3.0
A132A927,CT,32,None,Discharge,0.4,28,48,20,4588,155.0,10.0,30.0,2,0,,3.0
A132A927,CT,32,None,Discharge,0.86,36,48,12,4588,155.0,8.0,30.0,2,0,,3.0
A132B148,CV,32,None,Reactive,68.25,2270,2280,10,17040,125.0,15.0,25.0,3,0,82.0,1.0
A132B148,CV,32,None,Reactive,2.67,110,130,20,17040,165.0,15.0,25.0,3,3,60.0,1.0
A132B148,CV,32,None,Reactive,4.04,152,162,10,17040,165.0,15.0,25.0,3,3,58.0,1.0
A132B148,CV,32,None,Reactive,0.71,55,70,15,17040,165.0,15.0,25.0,3,0,67.0,1.0
A132B148,CV,32,None,Reactive,3.5,140,160,20,17040,165.0,12.0,25.0,3,0,66.0,1.0
A132B148,CV,32,None,Reactive,0.65,50,60,10,17040,165.0,12.0,25.0,3,0,69.0,1.0
A132B148,CV,32,None,Reactive,6.32,112,130,18,17040,165.0,12.0,25.0,3,1,67.0,1.0
A132B148,CV,32,None,Reactive,2.7,220,240,20,17040,165.0,12.0,25.0,3,2,71.0,1.0
A132B148,CV,32,None,Reactive,8.11,193,220,27,17040,165.0,12.0,25.0,3,2,74.0,1.0
A132B148,CV,32,None,Reactive,1.71,261,276,15,17040,165.0,12.0,25.0,3,0,71.0,1.0
A132B148,CV,32,None,Reactive,12.54,440,460,20,17040,125.0,12.0,25.0,3,0,76.0,1.0
130176,CT,30,Peach,Pigment,30.43,83,100,17,1320,155.0,8.0,50.0,1,1,140.0,1.0
18006,CT,80,None,Reactive,2.62,25,40,15,2530,195.0,8.0,25.0,3,3,73.0,3.0
18006,CT,80,None,Reactive,10.22,57,70,13,2530,195.0,8.0,25.0,3,3,76.0,3.0
18006,CT,80,None,Reactive,0.98,29,40,11,2530,195.0,8.0,25.0,3,3,72.0,3.0
18006,CT,80,None,Reactive,1.36,26,40,14,2530,195.0,8.0,25.0,3,3,77.0,3.0
18006,CT,80,None,Reactive,2.53,22,40,18,2530,195.0,8.0,25.0,3,3,75.0,3.0
18006,CT,80,None,Reactive,14.27,64,84,20,2530,195.0,8.0,25.0,3,3,73.0,3.0
18006,CT,80,None,Reactive,5.34,45,55,10,2530,195.0,8.0,25.0,3,3,80.0,3.0
18006,CT,80,None,Reactive,1.82,32,40,8,2530,195.0,8.0,25.0,3,3,84.0,3.0
18006,CT,80,None,Reactive,5.2,34,50,16,2530,195.0,8.0,25.0,3,3,81.0,3.0
18006,CT,80,None,Reactive,66.9,220,240,20,2530,165.0,8.0,25.0,3,3,67.0,3.0
18006,CT,80,None,Reactive,3.15,26,40,14,2530,155.0,8.0,25.0,3,3,81.0,3.0
18006,CT,80,None,Reactive,1.59,29,40,11,2530,155.0,8.0,25.0,3,3,78.0,3.0
13200046,CV,32,None,Reactive,3.64,33,50,17,1465,125.0,12.0,30.0,3,2,92.0,3.0
13200046,CV,32,None,Reactive,8.23,38,50,12,1465,125.0,10.0,30.0,3,2,80.0,3.0
13200046,CV,32,None,Reactive,48.91,132,150,18,1465,125.0,12.0,30.0,3,2,80.0,3.0
13200046,CV,32,None,Reactive,6.82,34,50,16,1465,125.0,10.0,30.0,3,3,78.0,3.0
13200046,CV,32,None,Reactive,14.35,42,55,13,1465,155.0,10.0,30.0,3,0,70.0,3.0
13200046,CV,32,None,Reactive,16.24,46,60,14,1465,155.0,10.0,30.0,3,0,72.0,3.0
A132A927,CT,32,None,Pigment,9.85,269,280,11,12900,195.0,12.0,40.0,3,3,110.0,3.0
A132A927,CT,32,None,Pigment,19.36,351,365,14,12900,125.0,10.0,40.0,3,3,95.0,3.0
A132A927,CT,32,None,Pigment,27.83,468,480,12,12900,125.0,10.0,40.0,3,1,93.0,3.0
A130B609,V,30,None,Reactive,1.64,43,60,17,1830,155.0,12.0,30.0,3,1,65.0,3.0
A130B609,V,30,None,Reactive,98.96,328,340,12,1830,125.0,15.0,30.0,3,3,70.0,3.0
A130B609,V,30,None,Reactive,89.0,276,285,9,1950,125.0,15.0,30.0,2,2,51.0,3.0
A130B609,V,30,None,Reactive,6.34,48,64,16,1950,155.0,12.0,30.0,2,1,73.0,3.0
A130B609,V,30,None,Reactive,8.67,46,60,14,1950,155.0,12.0,30.0,2,0,72.0,3.0
A132B148,CV,32,None,Reactive,68.25,844,860,16,6400,125.0,15.0,25.0,1,0,80.0,1.0
A132B148,CV,32,None,Reactive,4.04,83,105,22,6400,165.0,15.0,25.0,1,0,60.0,1.0
A132B148,CV,32,None,Reactive,2.67,59,80,21,6400,165.0,15.0,25.0,1,1,50.0,1.0
A132B148,CV,32,None,Reactive,0.71,25,50,25,6400,165.0,15.0,25.0,1,0,68.0,1.0
A132B148,CV,32,None,Reactive,3.5,59,80,21,6400,165.0,12.0,25.0,1,0,68.0,1.0
A132B148,CV,32,None,Reactive,0.65,23,50,27,6400,165.0,12.0,25.0,1,0,58.0,1.0
A132B148,CV,32,None,Reactive,6.32,88,110,22,6400,165.0,12.0,25.0,1,1,68.0,1.0
A132B148,CV,32,None,Reactive,2.7,44,70,26,6400,165.0,12.0,25.0,1,0,70.0,1.0
A132B148,CV,32,None,Reactive,8.11,113,130,17,6400,165.0,12.0,25.0,1,0,72.0,1.0
A132B148,CV,32,None,Reactive,1.71,28,50,22,6400,165.0,12.0,25.0,1,0,67.0,1.0
A132B148,CV,32,None,Reactive,12.54,159,180,21,6400,125.0,12.0,25.0,1,0,75.0,1.0
132340,ST,32,Peach,Pigment,4.69,34,55,21,1500,195.0,10.0,50.0,2,2,58.0,1.0
130K00,ST,30,Peach,Pigment,40.0,370,385,15,5350,195.0,8.0,50.0,4,4,81.0,1.0
A145A279,SPC,45,None,Discharge,4.0,63,80,17,3380,165.0,12.0,35.0,3,3,110.0,1.0
A145A279,SPC,45,None,Discharge,3.16,65,80,15,3380,165.0,12.0,35.0,3,2,85.0,1.0
A132B148,CV,32,None,Reactive,0.23,38,60,22,3750,195.0,10.0,28.0,2,1,70.0,1.0
A132B148,CV,32,None,Reactive,2.15,43,60,17,3750,195.0,15.0,28.0,2,1,65.0,1.0
A132B148,CV,32,None,Reactive,3.97,47,70,23,3750,195.0,15.0,28.0,2,2,68.0,1.0
A132B148,CV,32,None,Reactive,6.23,51,70,19,3750,195.0,15.0,28.0,2,2,72.0,1.0
A132B148,CV,32,None,Reactive,7.89,63,80,17,3750,155.0,15.0,28.0,2,2,80.0,1.0
A132B148,CV,32,None,Reactive,4.17,51,70,19,3750,155.0,15.0,28.0,2,2,80.0,1.0
A130B074,V,30,None,Discharge,10.32,39,57,18,1370,165.0,10.0,50.0,0,0,40.0,1.0
A160A483,CT,60,None,Pigment,0.77,20,40,20,830,165.0,6.0,40.0,2,1,74.0,2.0
A160A483,CT,60,None,Pigment,8.38,34,50,16,830,165.0,8.0,40.0,2,2,64.0,2.0
14015,CT,40,None,Pigment,14.63,52,60,8,1428,125.0,8.0,40.0,2,1,96.0,2.0
14015,CT,40,None,Pigment,17.58,50,60,10,1428,125.0,8.0,40.0,2,2,76.0,2.0
132340,ST,32,Peach,Pigment,30.9,120,145,25,1575,195.0,6.0,75.0,3,3,121.0,2.0
A150B593,ST,50,None,Discharge,0.02,22,40,18,1280,195.0,10.0,35.0,2,0,75.0,2.0
A150B593,ST,50,None,Discharge,0.01,25,40,15,1280,195.0,10.0,35.0,2,0,65.0,2.0
A150B593,ST,50,None,Discharge,3.97,30,40,10,1280,195.0,12.0,35.0,2,2,70.0,2.0
A130K00,ST,30,None,Pigment,9.19,142,160,18,3490,195.0,8.0,50.0,2,2,90.0,2.0
14015,CT,40,None,Pigment,7.68,50,60,10,1740,125.0,10.0,40.0,3,3,117.0,2.0
14015,CT,40,None,Pigment,15.47,65,75,10,1740,125.0,10.0,40.0,3,1,75.0,2.0
14015,CT,40,None,Pigment,1.3,46,60,14,1740,125.0,10.0,40.0,3,3,70.0,2.0
14015,CT,40,None,Pigment,72.31,205,240,35,1740,125.0,10.0,40.0,3,2,70.0,2.0
14015,CT,40,None,Pigment,0.56,22,40,18,1840,155.0,15.0,33.0,0,0,123.0,2.0
14015,CT,40,None,Pigment,2.92,32,40,8,1840,165.0,10.0,33.0,0,0,115.0,2.0
132340,ST,32,Peach,Pigment,23.74,154,170,16,1700,195.0,12.0,40.0,4,4,100.0,2.0
A140D663,SPC,40,None,Pigment,30.09,534,550,16,11900,155.0,8.0,40.0,3,3,73.0,2.0
14015,CT,40,None,Pigment,2.66,49,65,16,3481,155.0,12.0,40.0,3,3,115.0,2.0
14015,CT,40,None,Pigment,2.0,32,50,18,3481,155.0,12.0,40.0,3,0,100.0,2.0
132340,ST,32,Peach,Pigment,4.69,35,50,15,1511,195.0,10.0,45.0,2,2,58.0,2.0
A132A927,CT,32,None,Pigment,9.85,405,420,15,20455,195.0,10.0,40.0,3,3,101.0,2.0
A132A927,CT,32,None,Pigment,19.36,521,540,19,20455,125.0,10.0,40.0,3,1,78.0,2.0
A132A927,CT,32,None,Pigment,27.85,605,630,25,20455,125.0,10.0,40.0,3,2,88.0,2.0
132340,ST,32,Peach,Pigment,23.74,147,160,13,1721,195.0,12.0,30.0,0,0,110.0,2.0
A130B609,V,30,None,Reactive,93.0,339,366,27,1485,125.0,15.0,25.0,7,7,68.0,2.0
A130B074,V,30,None,Pigment,36.02,142,160,18,3185,155.0,10.0,60.0,0,0,111.0,2.0
140313,CT,40,None,Discharge,0.74,28,47,19,1526,165.0,8.0,60.0,1,1,60.0,2.0
140313,CT,40,None,Discharge,1.85,27,50,23,1526,125.0,6.0,60.0,1,1,65.0,2.0
A132B006,CT,32,None,Pigment,68.77,306,336,30,2210,125.0,12.0,35.0,4,3,135.0,2.0
A132B006,CT,32,None,Pigment,0.83,17,40,23,2210,125.0,10.0,35.0,4,0,98.0,2.0
A132B006,CT,32,None,Pigment,1.41,27,46,19,2210,125.0,10.0,35.0,4,1,110.0,2.0
A132B006,CT,32,None,Pigment,10.58,65,82,17,2210,125.0,10.0,35.0,4,4,98.0,2.0
A132B006,CT,32,None,Pigment,0.19,28,48,20,2210,125.0,10.0,35.0,4,1,112.0,2.0
A132B006,CT,32,None,Pigment,6.46,45,63,18,2210,125.0,8.0,35.0,4,3,104.0,2.0
A132B006,CT,32,None,Pigment,0.64,22,40,18,2210,125.0,10.0,35.0,4,0,115.0,2.0
A150B593,ST,50,None,Discharge,0.02,12,24,12,1155,195.0,10.0,35.0,0,0,77.0,2.0
A150B593,ST,50,None,Discharge,0.01,11,25,14,1155,195.0,10.0,35.0,0,0,52.0,2.0
A150B593,ST,50,None,Discharge,3.97,28,40,12,1155,195.0,12.0,35.0,0,0,72.0,2.0
A150B593,ST,50,None,Discharge,0.02,16,40,24,1240,195.0,8.0,25.0,1,1,77.0,2.0
A150B593,ST,50,None,Discharge,0.01,15,40,25,1240,195.0,8.0,25.0,1,1,52.0,2.0
A150B593,ST,50,None,Discharge,3.97,34,50,16,1240,195.0,8.0,25.0,1,1,75.0,2.0
A140E111,ST,40,Raise,Pigment,0.73,48,65,17,10780,155.0,15.0,50.0,1,1,90.0,2.0
A150B589,ST,50,None,Pigment,17.62,178,200,22,6800,155.0,6.0,60.0,1,1,130.0,2.0
A132B006,CT,32,None,Pigment,4.99,41,62,21,2250,125.0,12.0,40.0,3,1,110.0,2.0
A132B006,CT,32,None,Pigment,23.07,111,137,26,2250,125.0,12.0,40.0,3,3,106.0,2.0
A132B006,CT,32,None,Pigment,24.88,122,140,18,2250,125.0,12.0,40.0,3,2,115.0,2.0
A132B006,CT,32,None,Pigment,14.11,80,104,24,2250,125.0,12.0,40.0,3,2,116.0,2.0
A132B006,CT,32,None,Pigment,8.06,43,70,27,2250,125.0,10.0,40.0,3,2,118.0,2.0
A132B006,CT,32,None,Pigment,17.14,61,80,19,2250,125.0,10.0,40.0,3,1,117.0,2.0
A132B006,CT,32,None,Pigment,12.08,89,104,15,1960,125.0,12.0,45.0,5,4,115.0,2.0
A132B006,CT,32,None,Pigment,5.14,48,60,12,1960,125.0,10.0,45.0,5,3,110.0,2.0
A132B006,CT,32,None,Pigment,8.1,54,70,16,1960,125.0,10.0,45.0,5,2,119.0,2.0
A132B006,CT,32,None,Pigment,12.0,80,100,20,1960,125.0,10.0,45.0,5,4,125.0,2.0
A132B006,CT,32,None,Pigment,7.6,72,90,18,1960,125.0,10.0,45.0,5,5,117.0,2.0
A130B074,V,30,None,Discharge,36.02,134,150,16,3500,155.0,10.0,35.0,1,1,60.0,2.0
130K00,ST,30,None,Pigment,19.62,193,210,17,4350,195.0,8.0,55.0,2,2,116.0,2.0
A130B074,V,30,None,Pigment,36.02,177,200,23,3340,155.0,10.0,60.0,5,5,114.0,2.0
A130B074,V,30,None,Discharge,10.32,40,55,15,1192,165.0,10.0,50.0,0,0,40.0,2.0
130176,CT,30,Peach,Pigment,51.0,129,150,21,1431,125.0,10.0,40.0,3,3,103.0,2.0
130176,CT,30,Peach,Pigment,30.43,123,135,12,1340,155.0,8.0,50.0,3,3,75.0,2.0
130D07,CT,30,Peach,Pigment,6.18,47,70,23,2510,125.0,8.0,30.0,4,1,112.0,2.0
130D07,CT,30,Peach,Pigment,4.77,38,55,17,2510,125.0,8.0,30.0,4,1,94.0,2.0
130D07,CT,30,Peach,Pigment,3.14,46,67,21,2510,125.0,10.0,30.0,4,1,108.0,2.0
130D07,CT,30,Peach,Pigment,6.5,52,65,13,2510,125.0,10.0,30.0,4,4,83.0,2.0
130D07,CT,30,Peach,Pigment,3.86,54,65,11,2510,125.0,10.0,30.0,4,2,73.0,2.0
130D07,CT,30,Peach,Pigment,4.53,42,57,15,2510,125.0,10.0,30.0,4,2,81.0,2.0
130D07,CT,30,Peach,Pigment,1.96,37,50,13,2510,125.0,10.0,30.0,4,2,87.0,2.0
130K00,ST,30,None,Pigment,40.0,281,300,19,4600,195.0,8.0,50.0,2,2,116.0,2.0
130176,CT,30,Peach,Pigment,25.0,114,122,8,1445,165.0,8.0,60.0,1,1,110.0,2.0
18006,CT,80,None,Reactive,73.28,974,1000,26,11100,155.0,10.0,35.0,1,1,79.0,3.0
18006,CT,80,None,Reactive,3.52,65,80,15,11100,155.0,10.0,35.0,1,1,90.0,3.0
18006,CT,80,None,Reactive,73.28,1182,1200,18,12935,155.0,10.0,35.0,0,0,78.0,3.0
18006,CT,80,None,Reactive,3.52,80,100,20,12935,155.0,10.0,35.0,0,0,75.0,3.0
13000437,CV,30,Raise,Reactive,0.05,26,40,14,2864,165.0,15.0,25.0,2,0,68.0,3.0
13000437,CV,30,Raise,Reactive,75.52,580,600,20,2864,125.0,20.0,25.0,2,2,73.0,3.0
13000437,CV,30,Raise,Reactive,0.77,34,50,16,2864,165.0,15.0,25.0,2,0,76.0,3.0
13000437,CV,30,Raise,Reactive,0.42,38,50,12,2864,155.0,15.0,25.0,2,0,75.0,3.0
13000437,CV,30,Raise,Reactive,0.52,36,50,14,2864,165.0,15.0,25.0,2,1,77.0,3.0
13000437,CV,30,Raise,Reactive,0.83,40,50,10,2864,155.0,15.0,25.0,2,1,79.0,3.0
13000437,CV,30,Raise,Reactive,1.18,37,45,8,2864,165.0,15.0,25.0,2,0,80.0,3.0
13000437,CV,30,Raise,Reactive,4.15,44,55,11,2864,165.0,15.0,25.0,2,2,76.0,3.0
13000437,CV,30,Raise,Reactive,3.39,63,73,10,2864,155.0,15.0,25.0,2,2,73.0,3.0
13000437,CV,30,Raise,Reactive,0.92,45,60,15,2864,165.0,15.0,25.0,2,0,75.0,3.0
13000437,CV,30,Raise,Reactive,0.63,43,60,17,2864,155.0,15.0,25.0,2,2,79.0,3.0
A140A622,V,40,None,Reactive,60.0,139,150,11,1352,125.0,15.0,30.0,2,2,74.0,3.0
A140A622,V,40,None,Reactive,40.82,107,115,8,1352,125.0,12.0,30.0,2,2,72.0,3.0
14000398,CV,40,None,Reactive,1.22,40,50,10,5462,165.0,12.0,25.0,4,3,64.0,3.0
14000398,CV,40,None,Reactive,8.88,121,133,12,5462,165.0,12.0,25.0,4,3,60.0,3.0
14000398,CV,40,None,Reactive,25.17,229,245,16,5462,165.0,12.0,25.0,4,4,68.0,3.0
14000398,CV,40,None,Reactive,10.67,101,120,19,5462,125.0,12.0,25.0,4,2,72.0,3.0
14000398,CV,40,None,Reactive,55.19,466,480,14,5462,125.0,12.0,25.0,4,4,76.0,3.0
18006,CT,80,None,Reactive,5.87,49,60,11,4235,155.0,12.0,30.0,4,1,,3.0
18006,CT,80,None,Reactive,4.89,46,55,9,4235,155.0,10.0,30.0,4,1,,3.0
18006,CT,80,None,Reactive,48.76,340,360,20,4235,155.0,10.0,30.0,4,1,,3.0
18006,CT,80,None,Reactive,2.7,34,50,16,4235,155.0,12.0,30.0,4,1,,3.0
18006,CT,80,None,Reactive,3.02,32,50,18,4235,155.0,12.0,30.0,4,4,,3.0
18006,CT,80,None,Reactive,2.48,36,50,14,4235,155.0,10.0,30.0,4,2,,3.0
18006,CT,80,None,Reactive,13.35,58,70,12,1790,155.0,10.0,30.0,2,0,70.0,3.0
18006,CT,80,None,Reactive,4.78,40,50,10,1790,155.0,10.0,30.0,2,0,69.0,3.0
18006,CT,80,None,Reactive,55.13,139,160,21,1790,155.0,10.0,30.0,2,1,72.0,3.0
18006,CT,80,None,Reactive,31.38,97,120,23,1790,155.0,10.0,30.0,2,2,73.0,3.0
18006,CT,80,None,Reactive,3.0,35,50,15,3810,195.0,10.0,30.0,2,1,85.0,3.0
18006,CT,80,None,Reactive,2.18,38,50,12,3810,195.0,10.0,30.0,2,1,81.0,3.0
